         CN num,      gen-CN num,      surface CN,  0.1277,  0.1275,  0.0933,  0.1071, -0.0093, -1.6569,  0.0988,  0.0992, -0.0072, -1.6572
         CN num,      gen-CN num,           CN-Ni,  0.1279,  0.1276,  0.0704,  0.1274, -0.0044, -1.6388,  0.0801,  0.1157, -0.0020, -1.6415
         CN num,      gen-CN num, mean CN of NN Ni,  0.1279,  0.1274,  0.0693,  0.1267,  0.0013, -1.6395,  0.0797,  0.1143,  0.0016, -1.6428
         CN num,      gen-CN num, rms CN of NN Ni,  0.1279,  0.1274,  0.0692,  0.1268,  0.0012, -1.6394,  0.0796,  0.1144,  0.0015, -1.6427
         CN num,      gen-CN num, sub surface Ni num,  0.1240,  0.1237,  0.0737,  0.1145,  0.0446, -1.6120,  0.0829,  0.1036,  0.0441, -1.6127
         CN num,      gen-CN num,             BOO,  0.1253,  0.1242,  0.0603,  0.1400, -0.3285, -1.3349,  0.0692,  0.1302, -0.3688, -1.3028
         CN num,      gen-CN num,  Pt bond length,  0.1131,  0.1123,  0.0818,  0.1152, -0.7657,  0.4565,  0.0911,  0.1038, -0.7880,  0.5209
         CN num,      gen-CN num,    surface curv,  0.1278,  0.1276,  0.0812,  0.1139, -0.4857, -1.6372,  0.0849,  0.1096, -0.2349, -1.6401
         CN num,      gen-CN num,      chemSROP11,  0.1278,  0.1275,  0.0702,  0.1268,  0.0492, -1.6387,  0.0800,  0.1153,  0.0405, -1.6411
         CN num,      gen-CN num,      chemSROP12,  0.1280,  0.1277,  0.0695,  0.1274, -0.0276, -1.6370,  0.0797,  0.1156, -0.0015, -1.6412
         CN num,      gen-CN num,      chemSROP22,  0.1279,  0.1276,  0.0699,  0.1270, -0.0202, -1.6370,  0.0799,  0.1154, -0.0085, -1.6410
         CN num,      gen-CN num,       gCN-Ni-Ni,  0.1277,  0.1273,  0.0698,  0.1260,  0.0170, -1.6365,  0.0797,  0.1143,  0.0200, -1.6391
         CN num,      gen-CN num,       gCN-Ni-Pt,  0.1280,  0.1277,  0.0696,  0.1277, -0.0024, -1.6381,  0.0796,  0.1154,  0.0026, -1.6409
